Name,Artist,Topic,Lyrics
Nina,Rapsody,Other,"[Intro: Rapsody & Nina Simone] Southern trees Bearing strange fruit (Bearing strange fruit) Blood on the leaves (Blood on the leaves) And blood at the root, check (And blood at the roots) So bleed [Verse: Rapsody] Emit light, rap, or Emmett Till I drew a line without showing my body, that's a skill Bad to the bone and the grill You'd be dead wrong if looks killed I'm still on my spill, in the spirit of L. Hill Eye on the sparrow, nose like a pharaoh's Our bloodline trill for the young and all the lils We all gon' get mils Talk a lot of game but we get paid to like Jemele Was raised upon a hill, the valley's a sunken place I'm just tryna build like I came with some kettle weight Know I'm a god emcee, 'cause nigga, I made the devil wait 'Fore I brought hell, you ain't gotta tell me I'm hella great I don't speak on it nowadays, I just meditate Y'all can have the bars, nigga, I spit hard metal gates Henry Louis Gates when I cop me some new estate Make room for myself, I'm in a way different mental place I keep it real, all y'all look anime I'm fine like Anna Mae, black don't crack like Angela Black and brave like in the A, it don't come with apologies 'Less it's Tip and some Andre, when you greet me it's, ""Namaste"" Spread love the Brooklyn way or like marmalade No matter if you street street or more like the promenade We gotta come together like the corn and the dookie braids For the present and future days, I say what I gotta say I am Nina and Roberta, the one you love but ain't heard of Got my middle finger up like Pac after attempted murder Failed to kill me, it's still me, woke up singing Shirley Murdock As we lay these edges down, brown women, we so perfect Went from field nigga to still nigga, being cropped out the picture But we all know who got the juice, my sisters Imitating us in all the Hollywood pictures And still, they'll never be us, nigga (Nigga) I'm from the back woods where Nina would Sing about the life we should lead A new dawn, another deed, I try to do some good I felt more damned than Mississippi was They deny Nina in Philadelphia And still we persevere like all the 400 years of our own blood, Africa Old panthers lookin' back like who gon' come up after us? Outside the movies, I make sure before it move you It moved me, now bow down to a queen, please Survival [Outro: Reyna Biddy] Here's to the honey in you To the bittersweet in me I will shed this blood so romantically, so viciously quiet Here's to a moment of silence I've poured and poured my soul again, here's to epiphanies There was never a we There was you all and there was me In this war, likely to succeed Unlike me to surrender Trying and dying to breathe poetry to rise in the light of day To subconsciously exist cautiously ascending towards freedom Praying for a breather Do you see my pain? Do I seem like prey? Empathy be the reason you're still standing We are not the same I've lived more lives than you, I have less pride than you I'm extraterrestrial, I was created different I've been here many times before and I've never been defeated, and still I will never be defeated (Defeated)"
Aaliyah,Rapsody,Other,"[Verse 1] Are you that somebody? When Aaliyah was alive It was cool to be a tomboy, Tommy boy fly Martin and Tommy boy, a cold world, we all tryna survive Talkin' cold world where only drugs been supplied Respect A1 niggas (A1), my drive A5 (A5) Only plan for some niggas (Yeah), was the plan to stay alive Is a loss a blessing? Only a few of my friends died I know another side of graves, some always at a graveside Bad boys was the only ones I liked Most my ex-boyfriends all got two strikes (Bad boys) That's at least two lives I know niggas that double that, got at least two wives (Yeah) And they both got kids (Yeah), and they both age 5 That kinda drama too live, but Aaliyah ain't alive I wish we gave Aaliyah two lives To catch this wave that I'm on, you need at least two tides, nigga I'm bustin' 'til everybody rise, nigga Still singin' Mary Blige (Real love) What I've come to realize Real love from somebody ain't about the gift or prize (Uh) Are you that somebody? (Yeah) Like Aaliyah prophesied? Are you real? (Are you real?) Back and forth with you guys I ain't 'bout to argue with none of y'all, today's a good vibe (Yeah) I'ma treat myself, let me get a supersize As my cup runneth over, it's fulfilling to me This ain't E.T. news, I done went sci-fi (Uh-huh) I'm closer to God, I done went sky high (Uh-huh) Been alienated so much that I must be fly (Fly) I am who I am, I don't rock a disguise To be more than a woman now come with some tithes [Interlude] Are you that somebody? Are you that somebody? Yeah, are you that somebody that's gon' keep it real with yourself? Keep it, keep it real, keep it real with yourself (Keep it real) Keep it real, keep it, keep it real with yourself (Keep it real) [Verse 2] More than a woman, real enough to rock the boat (Keep it real) I don't fit the status quo, blow they mind, Maseo (Keep it real) Really fine, I'm like another kind of fine you should know, uh (Keep it real) Get you somebody that can still do both (Real) Back and forth, that's somebody that can play both coasts Flojo, stay in my lane, that's a winner for sure I don't care what you got to say about me no more (More) Double dutchin' when I'm tuckin' and my back on the ropes (Ropes) I be chillin', ain't got no feelings when I'm ridin' the slope (Slope) Skeezer's gon' be skeezers, I'm just dope (Dope) I'm here to shake the system up, we gon' rock the boat (Boat) 'Cause I'm that somebody that you still need to know, squad [Outro] Keep it real, keep it real, keep it real Keep it real Keep it real Keep it real Keep it real Real (For real) I'm a real one Let me put you on game, I'm a real one I'm a real one Yeah, I know you love me, 'cause of my Tommy boy vibe I know you love me, got a Tommy boy vibe Rockin' braids or I can put the heels on (I can put the heels on) Let me put you on game, I'm a real one (I'm a real one)"
ICY GIRL,Saweetie,Other,"Can't stop won't stop get guap Ten white toes in them Tory flip flops Manicures and pedicures I'm always tip top When they say I'm not hot all these lies need to stop 'Cause I'm icy, wifey haters wanna fight me Never been the one get RIP up on a white tee Keep my hands clean got some hitta's moving shiesty Ask me if I'm rollin' with some Gucci bitch I might be It's very unlikely my wrist ain't looking icy Charging by the minute 'cause my time is very pricey Yeah, I be where the bosses be Judging from my vibe you can feel it in my energy Stacking paper steadily so I can live in luxury Looking in the mirror I thank God for what I'm about to be You beefing with my enemy does not make you a friend of me Girls so weird stay clear I'm living drama free Never living comfortably, got a lot of goals to meet My team is trying to eat so we grinding 'til our mental bleed You tryna get a bag of weed? I'm tryna get a bag a week Put it in my savings and invest in the right companies My dream is like a child and I'm taking all the custody Obstacles be slowing me But that buffer moldin' me So I take my time 'cause I'm always where I'm suppose to be Keep my niggas close to me 'cause I'm knowing they go for me You can not get a hold of me? I'm probably in a solo meet Always making moves, man that's how I keep my sanity Yeah it's my team's summer, couple set backs Bounce back and recover The clique real small but we making big moves And we headed to the top so we can get a better view like I'ma catch a tan overseas while I'm out the country Let me get some Hennessy while I'm chilling on the beach I'ma count a couple G's let the server bring receipts Double checking my expenses never messy always neat Never ever, that's how a hot girl do it Number one stunner icy girl with a Cuban Cash money mama that be dining in Bahamas Eating Fettuccini pasta with the scallops and the lobsters Huh, I don't got no time for these hoes Speaking on my name like I'm someone that they know I'm the big cat bitch yes these niggas love me Is that Gucci on my feet? Shit, bitch it might be!"
Whoopi,Rapsody,Other,"[Intro] Yeah Give it to me now Give it to me now [Chorus] They gon' make a sister act up Turn my attitude back up (Get a bag, get a bag, get a bag) Count the money up Call the girls up for backup (Yeah, yeah, yeah, yeah, yeah, yeah) They gon' make a sister act up Turn my attitude back up (Get a bag, get a bag, get a bag) Count the money up Call the girls up for backup (Yeah, yeah, yeah, yeah, yeah, yeah) [Verse 1] They gon' make a sister act up, Angela Bassett Blow the whole car up, I ain't even gassin' I'ma go worldwide, I'ma go NASA Yeah the arm strong, you can get it if you askin' They gon' make me go tap into my ratchet I'ma go Left Eye when I get the matches I'ma hit the blunt, I ain't even gon' pass it My girls pullin' up if you ever want static Rappers are savage, I don't bear malice But I go crazy, day you try to play me Go off like Cardi, don't talk 'bout my baby I ain't no Blood but I might go brazy Chicks don't faze me, I'm just like 'Yonce I ain't feelin' you like I ain't feelin' new Kanye Wish you would like I want new Andre Back on the block, screamin' ándale, ándale [Chorus] They gon' make a sister act up Turn my attitude back up (Get a bag, get a bag, get a bag) Count the money up Call the girls up for backup (Yeah, yeah, yeah, yeah, yeah, yeah) They gon' make a sister act up Turn my attitude back up (Get a bag, get a bag, get a bag) Count the money up Call the girls up for backup (Yeah, yeah, yeah, yeah, yeah, yeah) [Verse 2] They gon' make a sister act up (Act up) I'm Left Eye with the matches (Matches) Light it up like a Backwood Make me call the whole hood Gold grill like I'm Dracula Still in all black, I'm a rapper's rapper I feel like Urlacher, bang on the block Betta shoot like KD if you ever take a shot Playin' big Goliath when my team got the rock Been groomed for the throne, I ain't have to tie a knot Don't back it up, y'all talk a lot (Y'all talk a lot) I spot fear like polka dot (Like polka dot) Power trippin', better tie up your laces, boy I ain't talkin' 50 Cent or the homie Dot (Or the homie Dot) I'm crackin up, is this all you got? (Is this all you got?) Is this all you got? (Is this all you got?) This all you got? (Is this all you got?) Is this all you got? I'm chill, peace, peace, chill, but y'all still talkin' crazy (Crazy) Don't get my good vibes confused, I go West Coast brazy (Brazy) Lawyer money, got lawyer money, might need Viola Davis (Davis) I don't know, know, what y'all thought it was, but I'll show you better than I say it, uh You make a sister act out (Act out) You 'bout to hear my big mouth (Big mouth) Don't make me get the traphouse (The traphouse) Got me laughin', laughin' out loud (Out loud) Laugh, laughin' out loud (Out loud) Laugh, laughin' out loud (Out loud) You make a sister act out You 'bout to hear my [Chorus] They gon' make a sister act up Turn my attitude back up (Get a bag, get a bag, get a bag) Count the money up Call the girls up for backup (Yeah, yeah, yeah, yeah, yeah, yeah) They gon' make a sister act up Turn my attitude back up (Get a bag, get a bag, get a bag) Count the money up Call the girls up for backup (Yeah, yeah, yeah, yeah, yeah, yeah) [Outro] Get a bag, get a bag, get a bag Yeah, yeah, yeah, yeah, yeah, yeah Get a bag, get a bag, get a bag Yeah, yeah, yeah, yeah, yeah, yeah Get a bag, get a bag, get a bag Yeah, yeah, yeah, yeah, yeah, yeah Get a bag, get a bag, get a bag Yeah, yeah, yeah, yeah, yeah, yeah"
Hatshepsut,Rapsody,Other,"[Verse 1: Rapsody] You telling me this (You telling me this) You telling me that (You telling me that) I promise once you been with me baby you'll never go back (Never go back) Queens'll always have your back (Always) I'm thinking Roberta Flack (Yeah) First time I ever saw your face I fell in love just like that (I fell in love) I know your burden gets bad, you take and carry my bags We cry together, hold you down the days you broken and sad And I'ma always keep it real, no I don't care if you mad (I don't care) I'm here to make you better, I'm just like Coretta in fact See only Kings would understand just how that metaphor match (You dig) Latifah still a Queen, I'm just tryna follow her path (You dig) A long walk to freedom, Winnie fought through all of the wrath I got a number if you want it, I got all of the math All my hoodlums, I think all of us are good ones, Saint Claire I see the God in you, even if we different than Claire (Even if we different though) I know we all different when we paid (Yeah) Been through a lot, we got a lot still to repair (We workin' on it) Did it all with love, God, and Jesus (Amen) World in his palms, Akeem still needed Lisa (He needed her) I hope he treats her better than Tommy Boy treated Keisha (For sure) You gotta love your Queen 'cause God knows that you need her, it's real (It's real) U-N-I-T-Y [Verse 2: Queen Latifah] Even living single we connected by the tribe Was raised by a Queen, know how to be one And love one and raise a King When he's older I'll describe how to love 'em Queens come in all shapes and colors Though we sit on thrones we don't look down on each other I learned how to rule from my mother and my aunties Got the blood of the Asante I could be Cleo or Ghandi to protect mine It's peace of mind, word to Jersey I'm a giant, a Queen's pride stronger than the lions Connected by alliance, sisterhood The day you try to test me, look homie I wish you would Open doors for the ladies as a Queen like I should That's why I'm Queen Latifah in every village, every hood And I'm good, and every city worldwide And why I been reigning for the last twenty five So all hail the Queens and the next ones to arrive Came out of Jersey with naughty dudes and hella drive Just another day above ground working my thighs, we runnin' it Member the days me and 'Pac, we had some fun with this When I would bust you dead in your eye, that's called humblin' Been holding the torch, I don't fumble it I'm a child of God versus son of men, tellin' 'em It's a clear shot to the top and I ain't talking guns and gin Just so all the Queens know that every single one of them Has a throne, spot, crown that I been proud to rock All my blood royal and that's word to Lancelot From the soil to the sun, you stunned, it ain't no shock Another black reign, came to water and nourish the crop That's why we flourish on top Just call us Queens (Call us Queens) Yeah, yeah, ha"
Industry,Chika,Other,"Niggas be playin', yeah (Niggas be playin') Industry games, yeah (Games) Rappin' but they not in love with it (Hmm) Think it's a shame, yeah (Think it's a shame) I'm 'bout to pop on some other shit Think it's a game? (Think it's a game?) They don't control where I land (Nah) Royal flush, nigga the cards in my hand (Cards in my hands) [Verse 1] I'm tryna stack all these M's (M's) All of my idols is friends (Friends) Came to the fight with some Timbs (Timbs) Will I let up? it depends ('Pends) Been through the struggle, I don't run from trouble No breakin', I just want to bend (No breakin', I just want to bend) Won't be defeated, I'm hella conceited, I ride on that beat like a Benz, yeah (Skrr, skrr) I am the one from the stories that got you excited Rhythmic flow is ignited ""How it's so easy for her to recite it?"" Can do this shit while I'm asleep 'cause I write it Watch how these niggas be so quick to bite it I let them in but they never be quite it Imitation is just inspiration, if you feel like takin' just be sure that you cite it I'm a trippy nigga with a different aura Adamant the vision, had to start with the supporters Had a premonition, had to get the shit in order And I'm finna take it all, fuck a wall, what's a border? I've been counted out for too damn long Like I couldn't take the crown with two damn songs All up in the booth with no home training Please give me a counter to dance on (Just to dance on) Yeah [Chorus] Niggas be playin', yeah Industry games, yeah Rappin' but they not in love with it Think it's a shame, yeah I'm 'bout to pop on some other shit Think it's a game They don't control where I land [Verse 2] I'm fresh than a bitch and you know that Don't take my body to show that Get in the booth, I'm the truth, I get loose, I don't hold back Fuckin' the game, they the same, need a hoe bag Tradin' they lyrics and shit, I ain't for that Don't need a scam with a plan or to ""fuck on your man"" Y'all want more of that? I am the antithesis, making 'em wish that it was just a phase, now they pray for the show back, stole that Kill 'em with kindness and sound Know I'm the tightest around Head in the cumulus, feet on the ground They say that I'm gifted, well-spoken and brown Don't need a Birkin, need diamonds in mouth Too much to ask of rap, Queen of the South My shit is imported, they shoppin' at Ralph's ""No Squares"" was a teaser, I'm makin' my rounds Niggas watchin' me, they be flockin' it They say they tryna slide with me, yeah I can hear the snakes, they hissin', tryna break my mission 'Cause I know who I'm 'bout to be I just tell 'em ""Hold"" Tell 'em, ""What, I got too much on my plate"" And I know that I'm a sight to see, yeah I can make it so official, I'ma blow my whistle It's a game, I decide the team [Chorus] Niggas be playin', yeah Industry games, yeah Rappin' but they not in love with it Think it's a shame, yeah I'm 'bout to pop on some other shit Think it's a game They don't control where I land Royal flush, nigga the cards in my hand"
Not Friendly,Flo milli,Other,"Hey, hey Flo Milli Flo, Flo Milli Shit, bitch See, you may not like me but I'm still getting money, bitch (Chi-ching) I don't have to prove a point That lil' hoe know that I'm the shit Everything I do irritate insecure bitches Follow my every move Call that hoe a fiend, she addicted When I walk up in the room, I fuck up her whole mood They see me and these bitches catch a whole attitude If it's a target on my back, ain't nobody hitting it Watch yo' man, 'cause he 'bout to break his motherfuckin' neck Hoes green, you would think they was the motherfuckin' Grinch Bitch, I'm me, I don't want to be your motherfuckin' friend And ain't no competition to me Girl, I always seem to win When I'm done with her, I bet she won't try that shit again Girls be actin' I can tell that you're pretending (Haha, bye) These hoes really be jealous That's the reason I'm not friendly I hear these haters talking shit It really don't offend me (Hello, hello) 'Cause in the crowd full of pussies I see that you blendin' Girls be actin' I can tell that you're pretending (Hi) These hoes really be jealous That's the reason I'm not friendly (Bitch) I hear these haters talking shit It really don't offend me (yeah) 'Cause in the crowd full of pussies (yeah) I see that you blending Move I don't fuck wit' you, baby, get a clue Apeshit, I belong in the zoo Stuck up, they be saying I'm rude If I don't get my way, I get a attitude I never paid attention in school Never been the type to follow the rules I'm the boss, do what I say do Sleeping on me, bitch, stay on snooze Not finna play wit' you hoes I got a fuckboy glow I do what I do when I want Can't nobody tell me none I will shit on you for fun, hon You got my leftovers, my crumbs How do my pussy taste in your tongue? You in the back and I'm in the front Stay in your place, you little bitty cunt And I'm flexing on the next bitch (on the next bitch) But I just shitted on her, now she off my checklist I'm just flexing on my ex-bitch In his feelings, now he see what he neglected (Flexin' on his ass) And I'm flexing on the next bitch But I just shitted on her, now she off my checklist I'm just flexing on my ex-bitch In his feelings, now he see what he neglected Move I don't fuck wit' you, baby, get a clue Apeshit, I belong in the zoo Him and his friend looking kinda cute Fuck that, I don't wanna choose Lose one, bounce back with two I can't love you, baby, you a fool He gimme brain, then he get the boot Trust a nigga is some' I won't do Not finna play wit' you hoes I got a fuckboy glow They catchin' feelings for the kid But I'm too busy counting dough Just gimme the right amount of cash I'ma put on a show I do what I do when I want Can't nobody tell me none I will shit on you for fun Girls be acting I can tell that you're pretending (Ha, ha, bye) These hoes really be jealous That's the reason I'm not friendly (Bitch) I hear these haters talking shit It really don't offend me (Hello, hello) 'Cause in the crowd full of pussies I see that you blending Girls be acting I can tell that you're pretending (Hi) These hoes really be jealous That's the reason I'm not friendly (Bitch) I hear these haters talking shit It really don't offend me (yeah) 'Cause in the crowd full of pussies (yeah) I see that you blending I would tell you to catch up, 'cause you too slow (too slow) But they all scared to make a move, so they tip-toe (tip-toe) If you still got pressure then maybe you should let it go (let it go) Bitch, I'm self-made, ain't nobody put me on (put me on) I would tell you to catch up, 'cause you too slow (too slow) But they all scared to make a move, so they tip-toe (tip-toe) If you still got pressure then maybe you should let it go (let it go) Bitch, I'm self-made, ain't nobody put me on (put me on)"
Songs about you,Chika,Other,"[Verse 1] Look, listen I met Hov last week, that shit was hella cool Diddy introduced me as best of the new school I'm not too shabby for an Alabama bitch Fuck gettin' rich I got respect from heavy hitters and did it without a disc And now I, came to deliver I'm off of Twitter And in your speakers we gon' see who really fuckin' with her Man I can't wait to see the jaws drop Collectively when these songs drop Notorious with the artpop, one hell of a picture And I know, ain't got no hourglass figure But I can get smaller while my pockets gettin' bigger They worried 'bout me and not who out with they nigga They break they own heart and now they windin' up bitter And now they start projecting all they clouds on me I guess it's fine to let 'em take it out on me Y'all do what you do, yeah 'Cause I guess I write these songs about you ('Cause I guess I write these songs about you) Do-do-do, do [Chorus] And I'm havin' the time of my life, you gotta pay me to care Yeah-yeah, look And I anticipated this flight and now I'm up in the air The air, oh Oh, I have only dreamed of these heights and now they takin' me there Mmm, just let them talk, talk, talk Yeah, that seems fair [Verse 2] Look, listen I ain't no average nigga, the pick of a litter I'd sooner have a hit, if my ass was a little bit bigger Sat back and watchin' Plottin' ways I can come and obliterate the whole game These bitches think that I'm playin' These bitches think that I'm playin' They doin' shit I ain't fonda, it's like my name isn't Jane I'm 22 makin' money, I feel too blessed to complain But I'm much better than the next man I'm married to the game, and I swear God has been the best, man I sound to fuckin' pressed, man Let's backtrack The accolades, I have that The pressure fuckin' stacked, at the weight of a gravel backpack And shit I wrote a month ago, outdated just like snapbacks And Seven told me if I want that body, I can snapback And gone attack rap and hit 'em so hard They wonder what happened No cappin', hoes lackin' I said it, what's crackin'? I set the precedent, at this point I'm your president Now, how you sick as me but come and function as the medecine? Say lightbulb, no Edison I fought hard, they let us in Competitive, I knock these bitches lights out like a sedative Your fave got hella hits But come in sixth for writers credited My lyrics come embedded I breathe and these niggas sweatin' Your favorite rapper no better, his favorite rapper OG (OG) My favorite rapper my brother, his favorite rapper is me You pay to get in and see us We paid and get in for free Bitch, I prayed on each of my visions Now everybody gon' see [Chorus] That I'm havin' the time of my life, you gotta pay me to care Yeah-yeah, look And I anticipated this flight and now I'm up in the air The air, oh Oh, I have only dreamed of these heights and now they takin' me there Mmm, just let them talk, talk, talk Yeah, that seems fair [Verse 3] Say my intensity impractical My pen is tactical Yeah, I'm the actual I smack fire out these lists, like ""Bitch, be rational"" Professional truth-teller When I'm in the booth, I can make the roof swell up Top blown, no sloppy What I own, no copies exist They put that ice on they wrists I put that fire in these hits I put my trust in my God I'm not gon' fight with no bitch I'm not gon' argue no more Already know what it is I'm the better option A problem to coexist I been quietly gettin' tight, at this shit When I quit growin', I'll get tire of this shit When they start caring 'bout the likes and the clicks When they stop ridin' on dicks That's when I'll rise in that conversation like- I'm in your lady friends thighs Apologize if I'm talkin' shit, I earned it This industry shit, I kept low and learned it I claimed it then I affirmed My losses was always worth it My genius they never heard it My billboard a conversation My come up was picture perfect"
Balencies,Chika,Other,"[Intro] Barack Obama, ha! Is that some kind of sauce? That’s Lido! [Hook] Goddamn, I got Balencies in the bathroom I used to be feening for ‘em, dreaming in the classroom Turned in my exam, right then I knew it’d be the last room For school I walk into felt my potential getting past due [Verse 1] Four years later, and my racks blue And my whole team is seeing green like ""yo, she acts too!"" Now people take, and in your face, say ""I ain’t ask you"" But you been seeing how they live, so they ain’t have to And the whole world is conversating ‘bout your waist line And mental health days make you guilty, ‘cause you waste time I’m fighting everybody demons, but can’t face mine Baseline, use all that pain and anger and just make rhymes How I’m uplifting your whole life but still I hate mine? How I get rich but still get pissed about the money? Now everybody wanting me to wear a fake smile How I’m supposed to fake a laugh when ain’t shit funny? I’m running, but [Hook] Goddamn, I got Balencies in the bathroom Dropping all this change, just gon’ end up in the vacuum It was days I thought I need it But now accepting all the change got me defeated (ah) [Verse 2] Goddamn, I’m on my second pair One pair is out, one in the closet ‘cause I left ‘em there Remind me every single night spent writing raps ups in my closet I ain’t sleep much, but it paid off ‘cause it got me here I went to Europe, met a fan who lived in Paris I know it hit me, ‘cause I started walking different For once in life, I spoke my mind, I'm not embarrassed So many stories, but my friends don’t even listen The only girl who got my heart live in Miami I saw her smiling in my head, I started planning And listen, shit may change, but one day yeah I want a family Already got a puppy, now my child the first of many Got hella dreams, and as of late I steady see ‘em I had some idols as a kid, whoever knew I’d be one? '09 stood in Atlanta, freezing cold at 4 am with my whole fam just to audition for a role I knew I’d be in I didn’t make it, but damn I made it 2-0-1-9 the year I waited My mind been racing, getting closer, I can taste it Got a story but I don’t know how to pace it This lightning in a bottle, I been ordering in cases I’m fucking wasted, but [Hook] Goddamn, I got Balencies in the bathroom Starving for affection, someone meet me in the backroom I’m not insane, it’s been a minute But if we talking ‘bout a game, I know I’m ‘bout to win it, yeah"
Crown,Chika,Other,"[Intro] Can't let (Can't let) Nobody take (Take) Take (Take), take (Take) Take my crown (Take) Can't let (Can't let) Nobody take (Take) Take (Take), take (Take) Take my crown (Take) [Verse 1] Cold hand, sharp pencil I scribbled a stanza As my hands are trembling Grade seven, made Heaven, out of words I began to build a world that only I inhabit I got a habit of rapping 'bout tragic sh- I think I'm just passionate Tryna steer the way while in the dark Hope I ain't crashin' it (Woah) Now my little hobby turned to cashin' out Thinking 'bout who I'd be if I listened to doubt Said I'd never do it, well look at me now Young girl, old dream Old soul, oh dear Plan B, plan well Good luck, no fear Just wait and God will tell you when the time's near But if I never jump then I die here They don't ride 'til you pick up speed They think college is all you need (Woah) And I don't blame your brainwashin' on you, G It took me nineteen years to finally start to believe And that's me, listen [Chorus] I'ma make it in the rain or shine All about my money, don't waste my time Ain't nobody gonna bring me down I'm on an elevator I'm on to something greater Ain't nobody gonna take my crown [Verse 2] Okay This is for the kids with depression The one's whose parental expectations got them stressin' (Woah) The one's who would rather persevere, bust they ass, tryna make it 'cause- They ain't really livin' in the present They out here grindin', seekin' perfect timin' Tunin' out the useless voices that discourage rhymin' ""Get a real job!"" I don't argue with my destiny And if my choices don't affect you, why you testin' me? And as of late, I been askin' God, why He blessin' me I could cry enough tears to fill the chesapeake Hold it together, girl You deserve the world and if no one else will say it Then I'll spit it to the mic in the studio when I lay it Now play it when you discouraged I know chasin' the impossible take some courage And I can promise at the end of your journey When it's all said and done Won't nothin' feel much better then hearin', ""My nigga, you won"" Aye! [Chorus] I'ma make it in the rain or shine All about my money, don't waste my time (Oh-oh, oh-oh) Ain't nobody gonna bring me down (Bring me down, no) I'm on an elevator I'm on to something greater Ain't nobody gonna take my crown (Ain't nobody gonna take my crown) [Outro] Oh (Oh-oh, oh) Oh (Oh-oh, oh) Oh (Oh-oh, oh) Oh (Oh-oh, oh) Listen God is always blessin' me Tears could fill the chesapeake Oh (Oh-oh, oh) Oh (Oh-oh, oh) Listen God is always blessin' me Tears could fill the chesapeake Oh (Oh-oh, oh) Oh (Oh-oh, oh)"
Peppers and Onions,Tierra Whack,Other,"[Chorus] You got to be the one that people lookin' up to (Yeah, yeah) I tried to reach the Sun but gum is stuck to my shoes (I try, I try, I try, yeah, yeah) You got to be the one that people lookin' up to (Yeah, yeah) I tried to reach the Sun but gum is stuck to my shoes (I try, I try, I try, yeah, yeah) [Post-Chorus] I'm only human, yeah I'm not perfect, just a person (Yeah, yeah) I'm only human, yeah Sometimes happy, sometimes nervous (Yeah, yeah) I'm only human, yeah I'm not perfect, just a person (Yeah, yeah) I'm only human, yeah Sometimes happy, sometimes nervous (Yeah, yeah) [Verse 1] I'm new to this game, I ain't been here long (Long) So forgive me if I get this wrong (Yeah) I get lost sometimes, Italy, I roam (Yeah) I had to figure certain things out on my own (Woo) Make a phone call home to the ones I love (Love) Shit crazy out here, have you high on drugs (Damn) To be real man, I thought about pullin' the plug (Uh) So I can go fly high with the ones above (Ooh) Yeah (Damn) [Pre-Chorus] I don't wanna be judged, I just wanna be me (Damn, damn) Even though we buy chains, we just wanna be free (Damn, damn, damn) I don't wanna be judged, I just wanna be me (Damn, damn, damn) We just wanna be free (Damn) [Chorus] You got to be the one that people lookin' up to (Yeah, yeah) I tried to reach the Sun but gum is stuck to my shoes (I try, I try, I try, yeah, yeah) You got to be the one that people lookin' up to (Yeah, yeah) I tried to reach the Sun but gum is stuck to my shoes (I try, I try, I try, yeah, yeah) [Post-Chorus] I'm only human, yeah I'm not perfect, just a person (Yeah, yeah) I'm only human, yeah Sometimes happy, sometimes nervous (Yeah, yeah) I'm only human, yeah I'm not perfect, just a person (Yeah, yeah) I'm only human, yeah Sometimes happy, sometimes nervous (Yeah, yeah) [Verse 2] The pros and the cons of bein' the bomb Baby, you can have the tick, it might not be your time (Yeah) But often times I gotta remind myself To combine my thoughts and never deny my health (Uh) A whole lot richer and a whole lot quicker But I had to slow it down 'cause I ain't no grave digger (Ching, ching, ching, ching) White folks yellin', ""Yo, that's a brave nigga"" Paparazzi takin' pictures like I'm in a cage, nigga (Woo) [Pre-Chorus] I don't wanna be judged, I just wanna be me (Damn, damn, damn) Even though we buy chains, we just wanna be free (Damn, damn, damn) I don't wanna be judged, I just wanna be me (Damn, damn, damn) We just wanna be free (Damn) [Chorus] You got to be the one that people lookin' up to (Yeah, yeah) I tried to reach the Sun but gum is stuck to my shoes (I try, I try, I try, yeah, yeah) You got to be the one that people lookin' up to (Yeah, yeah) I tried to reach the Sun but gum is stuck to my shoes (I try, I try, I try, yeah, yeah) [Post-Chorus] I'm only human, yeah I'm not perfect, just a person (Yeah, yeah) I'm only human, yeah Sometimes happy, sometimes nervous (Yeah, yeah) I'm only human, yeah I'm not perfect, just a person (Yeah, yeah) I'm only human, yeah Sometimes happy, sometimes nervous (Yeah, yeah)"
